_id,Date,Line,Time,Day,Station,Code,Min Delay,Min Gap,Bound,Vehicle
581,2026-01-20,FW,17:09,Tuesday,NORFINCH OAKDALE STOP,EXBK,64,74,W,6515
582,2026-01-20,FW,18:20,Tuesday,FINCH WEST FWLRT STATI,EXAC,0,0,W,6517
583,2026-01-20,FW,18:30,Tuesday,DRIFTWOOD STOP,SXO,0,0,E,0
584,2026-01-20,FW,21:02,Tuesday,DUNCANWOODS STOP,PXSW,6,12,W,6501
585,2026-01-20,FW,21:13,Tuesday,DRIFTWOOD STOP,TXO,0,0,E,6503
586,2026-01-20,FW,21:14,Tuesday,ALBION STOP,SXPOL,21,33,E,6507
587,2026-01-21,FW,04:08,Wednesday,HUMBER COLLEGE STOP,PXSW,0,0,,0
588,2026-01-21,FW,06:40,Wednesday,HUMBER COLLEGE STOP,EXAC,0,0,E,6504
589,2026-01-21,FW,06:48,Wednesday,JANE AND FINCH,EXNEA,7,14,E,0
590,2026-01-21,FW,07:41,Wednesday,HUMBER COLLEGE STOP,PXEO,0,0,,0
591,2026-01-21,FW,13:07,Wednesday,STEVENSON STOP,EXTM,10,20,W,6507
592,2026-01-21,FW,14:55,Wednesday,SENTINEL STOP,PXSW,44,51,E,6513
593,2026-01-21,FW,15:38,Wednesday,JANE AND FINCH,EXNEA,7,14,E,0
594,2026-01-21,FW,16:04,Wednesday,MOUNT OLIVE STOP,EXO,0,0,W,6501
595,2026-01-21,FW,16:37,Wednesday,FINCH WEST FWLRT,EXTM,7,14,E,6507
596,2026-01-21,FW,17:02,Wednesday,JANE FWLRT STOP,EXO,7,14,W,6507
597,2026-01-21,FW,17:50,Wednesday,FINCH WEST FWLRT STATI,EXBK,7,14,W,6508
598,2026-01-22,FW,04:46,Thursday,LEAVING HANDOVER,PXSW,0,0,,0
599,2026-01-22,FW,09:37,Thursday,YORKGATE,PXSW,0,0,W,6514
600,2026-01-22,FW,12:33,Thursday,FINCH WEST FWLRT STATI,EXBK,10,20,W,6512
601,2026-01-22,FW,14:44,Thursday,NORFINCH GATE,PXSW,6,12,W,6509
602,2026-01-22,FW,14:52,Thursday,NORFINCH OAKDALE STOP,EXBK,52,58,W,6503
603,2026-01-22,FW,15:41,Thursday,JANE FWLRT STOP,EXNEA,6,12,E,0
604,2026-01-22,FW,16:07,Thursday,FINCH WEST FWLRT STATI,EXCE,6,12,W,6505
605,2026-01-22,FW,18:09,Thursday,LINE 6,PXSW,50,56,,0
606,2026-01-24,FW,07:32,Saturday,FINCH WEST FWLRT STATI,EXAC,12,24,W,6504
607,2026-01-24,FW,07:38,Saturday,DUNCANWOODS STOP,EXBK,10,20,E,6505
608,2026-01-24,FW,09:15,Saturday,FINCH WEST FWLRT STATI,EXDO,5,15,E,6503
609,2026-01-24,FW,11:18,Saturday,MT. DENNIS STATION,EXBK,7,14,E,6263
610,2026-01-24,FW,14:29,Saturday,FINCH WEST FWLRT STATI,EXAC,10,20,W,6514
611,2026-01-24,FW,14:45,Saturday,FINCH WEST FWLRT STATI,EXAC,10,20,W,6517
612,2026-01-24,FW,14:48,Saturday,ALBION STOP,EXTM,52,62,E,6509
613,2026-01-24,FW,15:43,Saturday,HUMBER COLLEGE STOP,EXAC,10,20,E,6512
614,2026-01-24,FW,15:50,Saturday,FINCH WEST FWLRT STATI,EXAC,13,23,W,6504
615,2026-01-24,FW,16:43,Saturday,NORFINCH OAKDALE STOP,TXOVS,12,22,W,5611
616,2026-01-24,FW,16:52,Saturday,HUMBER COLLEGE STOP,EXDO,7,17,E,6517
617,2026-01-24,FW,18:44,Saturday,NORFINCH OAKDALE STOP,EXDO,6,16,E,6516
618,2026-01-24,FW,18:47,Saturday,HUMBER COLLEGE STOP,EXO,7,17,W,6508
619,2026-01-24,FW,19:40,Saturday,HUMBER COLLEGE STOP,EXAC,10,20,W,6516
620,2026-01-24,FW,22:07,Saturday,SIGNET ARROW STOP,EXCE,0,0,W,6511
621,2026-01-25,FW,08:52,Sunday,DUNCANWOODS STOP,EXAC,10,20,W,6506
622,2026-01-25,FW,09:12,Sunday,FINCH WEST FWLRT STATI,EXBK,10,20,W,6509
623,2026-01-25,FW,09:15,Sunday,FINCH WEST FWLRT STATI,MXO,7,14,W,6514
624,2026-01-25,FW,09:49,Sunday,FINCH WEST FWLRT STATI,EXO,7,14,W,6504
625,2026-01-25,FW,10:48,Sunday,DRIFTWOOD STOP,PXEME,8,16,E,6507
626,2026-01-25,FW,11:44,Sunday,TOBERMORY STOP,PXSW,20,30,E,6503
627,2026-01-25,FW,12:37,Sunday,YORKGATE YARD,PXSW,30,40,W,6571
628,2026-01-25,FW,12:56,Sunday,YORKGATE,PXSW,30,40,W,0
629,2026-01-25,FW,13:27,Sunday,FINCH WEST FWLRT STATI,PXSW,0,0,E,0
630,2026-01-25,FW,14:06,Sunday,HUMBER COLLEGE STOP,PXSW,10,20,,0
631,2026-01-25,FW,14:53,Sunday,HUMBER COLLEGE STOP,PXSW,0,0,,0
632,2026-01-25,FW,15:17,Sunday,HUMBER COLLEGE TO FINC,MXWEA,449,456,,0
633,2026-01-25,FW,18:12,Sunday,TOBERMORY STOP,PXSW,5,15,E,6512
634,2026-01-25,FW,18:36,Sunday,YORKGATE,EXYRD,0,0,,0
635,2026-01-25,FW,18:46,Sunday,DRIFTWOOD STOP,EXBK,10,20,E,6517
636,2026-01-25,FW,18:53,Sunday,TOBERMORY STOP,PXSW,0,0,E,0
637,2026-01-25,FW,19:44,Sunday,ALBION STOP,PXSW,0,0,E,6509
638,2026-01-25,FW,00:29,Sunday,HUMBER COLLEGE STOP,TXO,7,14,E,6508
639,2026-01-26,FW,05:45,Monday,FINCH WEST LINE 6,MXWEA,0,0,,0
640,2026-01-26,FW,05:59,Monday,FINCH AND YORK GATE,EXBK,17,27,,6516
641,2026-01-26,FW,10:01,Monday,SENTINEL STOP,EXBK,52,62,E,6504
642,2026-01-26,FW,12:36,Monday,SENTINEL STOP,EXBK,47,57,E,6504
643,2026-01-26,FW,13:52,Monday,EMERY STOP (APPROACHIN,EXBK,0,0,W,6504
644,2026-01-26,FW,14:06,Monday,NORFINCH OAKDALE STOP,EXNEA,10,20,W,0
645,2026-01-26,FW,14:22,Monday,WESTMORE STOP (APPROAC,EXBK,0,0,E,6504
646,2026-01-26,FW,14:39,Monday,PEARLDALE STOP,EXBK,0,0,E,6504
647,2026-01-26,FW,14:45,Monday,DUNCANWOODS STOP (APPR,EXBK,0,0,E,6504
648,2026-01-26,FW,14:47,Monday,HUMBER COLLEGE STOP,EXO,10,20,E,6502
649,2026-01-26,FW,14:54,Monday,NORFINCH OAKDALE STOP,EXBK,0,0,E,6504
650,2026-01-26,FW,14:59,Monday,JANE FWLRT STOP,EXNEA,10,20,E,0
651,2026-01-26,FW,15:08,Monday,FINCH WEST FWLRT STATI,EXBK,0,0,E,6504
652,2026-01-26,FW,15:08,Monday,NORFINCH OAKDALE STOP,EXNEA,10,20,W,0
653,2026-01-26,FW,15:15,Monday,HUMBER COLLEGE STOP,EXO,10,20,E,6511
654,2026-01-26,FW,15:18,Monday,JANE FWLRT STOP,EXNEA,10,20,E,0
655,2026-01-26,FW,15:23,Monday,YORKGATE,PXSW,22,32,W,6504
656,2026-01-26,FW,15:41,Monday,JANE FWLRT STOP,EXNEA,10,20,E,0
657,2026-01-26,FW,15:50,Monday,HUMBER COLLEGE STOP,EXAC,10,20,E,6503
658,2026-01-26,FW,16:25,Monday,FINCH WEST FWLRT STATI,PXSW,18,28,W,6509
659,2026-01-26,FW,16:55,Monday,FINCH WEST FWLRT STATI,EXAC,7,17,W,6503
660,2026-01-26,FW,17:15,Monday,FINCH WEST FWLRT STATI,EXO,10,20,W,6517
661,2026-01-26,FW,17:26,Monday,FINCH WEST FWLRT STATI,PXSW,43,53,W,6511
662,2026-01-26,FW,18:06,Monday,FINCH WEST FWLRT STATI,PXSW,43,53,W,6506
663,2026-01-26,FW,18:56,Monday,HUMBER COLLEGE STOP,EXO,10,20,E,6514
664,2026-01-26,FW,19:48,Monday,SENTINEL STOP,SXUEG,5,15,E,6512
665,2026-01-26,FW,20:02,Monday,DUNCANWOODS STOP,EXAC,10,20,E,6514
666,2026-01-26,FW,21:07,Monday,JANE AND FINCH STATION,MXO,0,0,W,6506
667,2026-01-26,FW,22:22,Monday,SENTINEL STOP,MXO,10,20,E,6513
668,2026-01-26,FW,22:22,Monday,SENTINEL STOP,MXO,0,0,E,6513
669,2026-01-26,FW,22:33,Monday,JANE AND FINCH FWLRT S,PXSW,22,29,W,6516
670,2026-01-27,FW,04:31,Tuesday,LINE 6 HUMBER COLLEGE,PXWZ,0,0,,0
671,2026-01-27,FW,05:08,Tuesday,SENTINEL STOP,PXWZ,10,0,W,6512
672,2026-01-27,FW,06:48,Tuesday,YORKGATE,PXTIS,24,31,E,6502
673,2026-01-27,FW,06:56,Tuesday,JANE FWLRT STOP,PXTIS,14,21,E,6507
674,2026-01-27,FW,07:56,Tuesday,HUMBER COLLEGE STOP,TXTO,5,12,E,6511
675,2026-01-27,FW,07:57,Tuesday,FINCH WEST FWLRT STATI,TXNIP,5,12,W,6501
676,2026-01-27,FW,09:04,Tuesday,FINCH WEST FWLRT STATI,EXO,10,20,W,6511
677,2026-01-27,FW,09:28,Tuesday,FINCH WEST FWLRT STATI,EXGA,5,12,,0
678,2026-01-27,FW,10:33,Tuesday,HUMBER COLLEGE STOP,EXO,10,20,E,6501
679,2026-01-27,FW,14:49,Tuesday,HANDOVER PLATFORM - FW,EXNEA,8,16,,0
680,2026-01-27,FW,15:00,Tuesday,JANE FWLRT STOP,PXSW,5,15,W,6501
681,2026-01-27,FW,16:18,Tuesday,MOUNT OLIVE STOP,EXO,5,12,W,6505
682,2026-01-27,FW,16:32,Tuesday,HUMBER COLLEGE STOP,EXAC,5,12,E,6512
683,2026-01-27,FW,17:28,Tuesday,TOBERMORY STOP,EXDO,0,0,W,6513
684,2026-01-27,FW,17:37,Tuesday,MILVAN RUMIKE STOP,EXDO,0,0,W,6506
685,2026-01-27,FW,17:43,Tuesday,HUMBER COLLEGE STOP,EXO,0,0,E,6511
686,2026-01-27,FW,17:44,Tuesday,TOBERMORY STOP,EXDO,0,0,W,6516
687,2026-01-27,FW,17:54,Tuesday,MARTIN GROVE STOP,TXOS,5,12,W,6511
688,2026-01-27,FW,18:07,Tuesday,TOBERMORY STOP,MXD,0,0,E,6514
689,2026-01-28,FW,04:08,Wednesday,NORFINCH OAKDALE STOP,PXSW,0,0,E,0
690,2026-01-28,FW,06:39,Wednesday,HUMBER COLLEGE STOP,TXO,10,20,E,6504
691,2026-01-28,FW,07:45,Wednesday,FINCH WEST FWLRT STATI,EXAC,10,20,W,6504
692,2026-01-28,FW,11:20,Wednesday,FINCH WEST FWLRT STATI,SXAP,11,13,E,6514
693,2026-01-28,FW,13:15,Wednesday,FINCH WEST FWLRT STATI,EXO,5,15,W,6505
694,2026-01-28,FW,15:47,Wednesday,HUMBER COLLEGE STOP,EXATC,10,20,E,6512
695,2026-01-28,FW,16:10,Wednesday,JANE FWLRT STOP,EXAC,7,14,W,6515
696,2026-01-28,FW,16:23,Wednesday,HUMBER COLLEGE STOP,EXAC,7,14,E,6503
697,2026-01-28,FW,17:04,Wednesday,HUMBER COLLEGE STOP,EXO,7,14,E,6511
698,2026-01-28,FW,18:42,Wednesday,FINCH WEST FWLRT STATI,SXUEG,10,20,E,6516
699,2026-01-28,FW,18:53,Wednesday,SIGNET ARROW STOP,EXO,0,0,E,6517
700,2026-01-29,FW,07:33,Thursday,FINCH WEST STATION,EXAC,4,11,W,6503
701,2026-01-29,FW,08:29,Thursday,FINCH WEST FWLRT STATI,MXO,4,11,W,6506
702,2026-01-29,FW,09:17,Thursday,MARTIN GROVE TO HUMBER,PXATC,0,0,W,6506
703,2026-01-29,FW,10:26,Thursday,FINCH WEST FWLRT STATI,EXAC,5,15,W,6504
704,2026-01-29,FW,11:34,Thursday,HUMBER COLLEGE STOP,EXDO,10,20,E,6516
705,2026-01-29,FW,12:35,Thursday,FINCH WEST FWLRT STATI,EXDO,10,10,W,6516
706,2026-01-29,FW,14:58,Thursday,DRIFTWOOD STOP,EXO,0,0,W,6501
707,2026-01-29,FW,15:20,Thursday,HUMBER COLLEGE STOP,EXAC,6,12,E,6516
708,2026-01-29,FW,19:20,Thursday,FINCH MSF LRT YARD,MXIE,0,0,,6508
709,2026-01-30,FW,05:44,Friday,WESTMORE STOP,PXSW,10,20,W,6507
710,2026-01-30,FW,06:09,Friday,HUMBER COLLEGE STOP,PXSW,10,20,W,6516
711,2026-01-30,FW,06:32,Friday,MOUNT OLIVE STOP,EXDO,5,15,E,6516
712,2026-01-30,FW,08:16,Friday,FINCH WEST FWLRT STATI,EXDO,7,14,W,6503
713,2026-01-30,FW,08:42,Friday,FINCH WEST FWLRT STATI,EXCE,7,14,W,6517
714,2026-01-30,FW,12:50,Friday,FINCH WEST FWLRT STATI,EXAC,3,9,W,6512
715,2026-01-30,FW,14:33,Friday,HUNBER COLLEGE (LEAVIN,EXBK,82,87,E,6506
716,2026-01-30,FW,15:38,Friday,JANE FWLRT STOP,EXNEA,5,10,E,0
717,2026-01-30,FW,18:52,Friday,DRIFTWOOD STOP,EXDO,6,12,W,6517
718,2026-01-30,FW,19:55,Friday,FINCH WEST FWLRT STATI,EXAC,10,16,W,6511
719,2026-01-30,FW,20:02,Friday,FINCH WEST FWLRT STATI,EXBO,6,12,,6511
720,2026-01-30,FW,20:31,Friday,TOBERMORY STOP,EXO,0,0,W,6508
721,2026-01-30,FW,22:17,Friday,ROWNTREE MILLS STOP,EXBK,49,0,W,6506
722,2026-01-31,FW,08:46,Saturday,FINCH WEST STATION,EXAC,12,24,E,6509
723,2026-01-31,FW,09:25,Saturday,HUMBER COLLEGE STOP,EXO,10,20,E,6511
724,2026-01-31,FW,12:40,Saturday,ROWNTREE MILLS STOP,EXO,4,12,E,6511
725,2026-01-31,FW,13:31,Saturday,MARTIN GROVE STOP,TXO,9,18,E,6512
726,2026-01-31,FW,14:12,Saturday,FINCH WEST FWLRT STATI,EXO,3,12,E,6511
727,2026-01-31,FW,14:35,Saturday,SENTINEL STOP,EXO,9,18,W,6511
728,2026-01-31,FW,15:54,Saturday,MOUNT OLIVE STOP,EXO,3,12,E,6501
729,2026-01-31,FW,16:52,Saturday,HUMBER COLLEGE STOP,TXOVS,0,0,W,6512
730,2026-01-31,FW,16:57,Saturday,HUMBER COLLEGE STOP,EXTR,4,13,E,6512
731,2026-01-31,FW,17:14,Saturday,SIGNET ARROW STOP,MXO,3,12,E,6517
732,2026-01-31,FW,17:20,Saturday,HUMBER COLLEGE STOP,EXDO,0,0,E,6516
733,2026-01-31,FW,17:50,Saturday,FINCH WEST FWLRT STATI,EXHV,6,15,W,6512
734,2026-01-31,FW,18:05,Saturday,STEVENSON STOP,MXD,0,0,E,6515
735,2026-01-31,FW,18:59,Saturday,MARTIN GROVE STOP,TXO,9,18,W,6512
736,2026-01-31,FW,21:57,Saturday,EMERY STOP,EXBK,30,42,W,6513
737,2026-02-01,FW,08:41,Sunday,SENTINEL STOP,EXBK,9,18,E,6505
738,2026-02-01,FW,09:23,Sunday,MILVAN RUMIKE STOP,EXO,9,18,W,6511
739,2026-02-01,FW,10:52,Sunday,SIGNET ARROW STOP,EXO,9,18,W,6511
740,2026-02-01,FW,11:53,Sunday,HUMBER COLLEGE STOP,EXAC,10,20,E,6514
741,2026-02-01,FW,12:40,Sunday,SIGNET ARROW STOP,EXAC,10,20,E,6517
742,2026-02-01,FW,16:54,Sunday,HUMBER COLLEGE STOP,EXDO,0,0,E,6516
743,2026-02-01,FW,17:16,Sunday,DRIFTWOOD STOP,EXAC,0,0,W,6501
744,2026-02-01,FW,19:19,Sunday,FINCH WEST FWLRT STATI,SXG,0,0,W,6516
745,2026-02-01,FW,20:11,Sunday,ROWNTREE MILLS STOP,EXAC,13,26,E,6512
746,2026-02-02,FW,04:57,Monday,HUMBER COLLEGE STOP,EXO,40,46,W,6513
747,2026-02-02,FW,05:47,Monday,MILVAN RUMIKE STOP,EXTM,40,46,W,6504
748,2026-02-02,FW,16:22,Monday,NORFINCH OAKDALE STOP,EXBK,30,35,E,6504
749,2026-02-02,FW,20:08,Monday,DRIFTWOOD STOP,SXAP,6,11,E,6511
750,2026-02-02,FW,20:53,Monday,DUNCANWOODS STOP,MXUS,6,15,W,6505
751,2026-02-03,FW,10:42,Tuesday,FINCH WEST FWLRT STATI,EXGA,3,15,E,0
752,2026-02-03,FW,19:52,Tuesday,FINCH WEST FWLRT STATI,EXBK,10,20,W,6513
753,2026-02-04,FW,06:00,Wednesday,TORONTO TRANSIT COMMIS,MXO,0,0,,0
754,2026-02-04,FW,08:08,Wednesday,EMERY STOP,EXDO,29,36,W,6512
755,2026-02-04,FW,10:55,Wednesday,MARTIN GROVE STOP,EXDO,0,0,W,6513
756,2026-02-04,FW,12:24,Wednesday,MOUNT OLIVE STOP,TXOS,4,11,E,6506
757,2026-02-04,FW,15:53,Wednesday,FINCH WEST FWLRT STATI,SXO,13,19,,6501
758,2026-02-04,FW,16:40,Wednesday,HUMBER COLLEGE STOP,PXSW,60,66,,6507
759,2026-02-04,FW,18:34,Wednesday,HUMBER COLLEGE STOP,PXSW,42,52,,6514
760,2026-02-04,FW,21:08,Wednesday,HUMBER COLLEGE STOP,TXO,7,19,,6513
761,2026-02-05,FW,04:32,Thursday,HUMBER COLLEGE STOP,PXSW,6,12,E,0
762,2026-02-05,FW,06:34,Thursday,HUMBER COLLEGE STOP,MXO,0,0,,0
763,2026-02-05,FW,09:19,Thursday,DUNCANWOODS STOP,EXBK,68,75,E,6505
764,2026-02-05,FW,18:33,Thursday,EMERY STOP,EXO,7,14,W,6516
765,2026-02-05,FW,19:22,Thursday,JANE FWLRT STOP,TXOVS,0,0,W,6508
766,2026-02-06,FW,09:34,Friday,ROWNTREE MILLS STOP,EXAC,10,20,E,6511
767,2026-02-06,FW,17:14,Friday,FINCH AND WESTMORE,TXPD,45,51,W,6506
768,2026-02-06,FW,21:24,Friday,HANDOVER MSF,PXSW,0,0,E,6508
769,2026-02-06,FW,22:19,Friday,JANE FWLRT STOP,MXD,0,0,E,6512
770,2026-02-06,FW,22:21,Friday,WESTON ROAD,TXOVS,0,0,E,6509
771,2026-02-07,FW,04:14,Saturday,HUMBER COLLEGE STOP,TXNCA,0,0,,0
772,2026-02-07,FW,04:53,Saturday,NORFINCH OAKDALE STOP,PXSBE,5,0,W,6513
773,2026-02-07,FW,06:08,Saturday,PEARLDALE STOP,PXSBE,5,15,W,6508
774,2026-02-07,FW,06:29,Saturday,SIGNET ARROW STOP,TXO,104,114,E,6512
775,2026-02-07,FW,08:47,Saturday,FINCH WEST FWLRT STATI,EXAC,7,14,W,6502
776,2026-02-07,FW,09:11,Saturday,FINCH WEST FWLRT STATI,EXAC,7,14,W,6506
777,2026-02-07,FW,15:27,Saturday,HUMBER COLLEGE STOP,EXO,10,20,E,6502
778,2026-02-07,FW,15:30,Saturday,MARTIN GROVE STOP,EXATC,113,123,W,6513
779,2026-02-07,FW,19:44,Saturday,FINCH WEST FWLRT STATI,EXAC,10,20,E,6513
780,2026-02-08,EC,07:26,Sunday,KENNEDY ECLRT STATION,EXTM,7,14,W,6251
781,2026-02-08,EC,07:58,Sunday,O'CONNOR STOP,EXDO,11,21,W,6273
782,2026-02-08,EC,08:16,Sunday,KEELESDALE STATION,MXO,0,0,E,6270
783,2026-02-08,EC,10:06,Sunday,CHAPLIN STATION,SXUEG,9,16,E,6245
784,2026-02-08,EC,10:07,Sunday,EGLINTON ECLRT STATION,SXUEG,6,13,E,6217
785,2026-02-08,EC,10:23,Sunday,LAIRD STATION,SXUEG,5,12,E,6219
786,2026-02-08,EC,10:29,Sunday,KENNEDY ECLRT STATION,TXATC,0,0,W,6202
787,2026-02-08,EC,10:46,Sunday,KEELESDALE STATION,EXDO,0,0,E,6264
788,2026-02-08,FW,10:47,Sunday,MILVAN RUMIKE STOP,EXO,10,20,E,6504
789,2026-02-08,EC,11:08,Sunday,OAKWOOD STATION,PXMEL,0,0,,0
790,2026-02-08,EC,11:16,Sunday,SLOANE STOP,SXUEG,0,0,W,0
791,2026-02-08,EC,11:37,Sunday,DON VALLEY STATION,MXPAA,3,10,E,6224
792,2026-02-08,FW,11:55,Sunday,FINCH WEST FWLRT STATI,EXO,10,20,W,6506
793,2026-02-08,FW,13:00,Sunday,FINCH WEST FWLRT STATI,EXO,0,0,W,6515
794,2026-02-08,EC,13:23,Sunday,KENNEDY ECLRT STATION,MXSAN,7,14,W,6270
795,2026-02-08,EC,13:24,Sunday,FAIRBANK STATION,MXPAA,0,0,W,6231
796,2026-02-08,FW,13:37,Sunday,SENTINEL STOP,EXO,0,0,S,6502
797,2026-02-08,EC,13:46,Sunday,FAIRBANK STATION,MXPAA,3,10,W,6202
798,2026-02-08,EC,13:49,Sunday,OAKWOOD STATION,MXPAA,3,10,W,6213
799,2026-02-08,FW,13:49,Sunday,STEVENSON STOP,EXO,0,0,W,6515
800,2026-02-08,EC,13:51,Sunday,CEDARVALE STATION,PXMEL,0,0,,0
801,2026-02-08,FW,13:52,Sunday,FINCH WEST FWLRT STATI,EXO,5,15,W,6513
802,2026-02-08,EC,14:06,Sunday,KEELESDALE STATION,MXPAA,3,10,E,6236
803,2026-02-08,EC,14:13,Sunday,O'CONNOR STOP,MXPAA,3,10,W,6228
804,2026-02-08,EC,14:16,Sunday,CEDARVALE STATION,MXIS,0,0,,0
805,2026-02-08,EC,14:38,Sunday,MOUNT PLEASANT STATION,MXPAA,3,10,W,6228
806,2026-02-08,FW,14:43,Sunday,DRIFTWOOD STOP,TXO,6,16,E,6515
807,2026-02-08,EC,14:52,Sunday,KEELESDALE STATION,EXO,0,0,E,6259
808,2026-02-08,FW,15:10,Sunday,SENTINEL STOP,EXO,0,0,W,6515
809,2026-02-08,EC,15:19,Sunday,OAKWOOD STATION,SXUEG,6,13,W,6221
810,2026-02-08,EC,15:25,Sunday,SUNNYBROOK PARK STOP,MXPAA,3,10,W,6240
811,2026-02-08,FW,15:48,Sunday,WESTMORE STOP,TXO,6,16,W,6515
812,2026-02-08,EC,15:53,Sunday,MOUNT PLEASANT STATION,MXPAA,3,10,W,6217
813,2026-02-08,EC,16:16,Sunday,AVENUE STATION,SXUEG,6,13,E,6226
814,2026-02-08,FW,16:50,Sunday,FINCH WEST,TXO,6,16,E,6503
815,2026-02-08,EC,16:59,Sunday,MOUNT DENNIS STATION,SXUEG,5,12,,6259
816,2026-02-08,EC,17:04,Sunday,GOLDEN MILE STOP (APPR,PXSAC,0,0,W,0
817,2026-02-08,EC,17:13,Sunday,CEDARVALE STATION,SXUEG,6,13,W,6224
818,2026-02-08,EC,17:21,Sunday,EAST OF HAKIMI STOP,MXO,20,27,E,0
819,2026-02-08,FW,18:46,Sunday,SIGNET ARROW STOP,EXAC,5,15,E,6502
820,2026-02-08,EC,18:56,Sunday,LINE 5,PXSO,0,0,,0
821,2026-02-08,EC,18:57,Sunday,LAIRD STATION,SXUEG,3,13,E,6261
822,2026-02-08,EC,19:02,Sunday,DON VALLEY STATION,SXUEG,5,17,E,6263
823,2026-02-08,FW,19:44,Sunday,HUMBER COLLEGE STOP,MXUS,7,17,W,6502
824,2026-02-08,FW,19:49,Sunday,HUMBER COLLEGE STOP,EXAC,0,0,E,6502
825,2026-02-08,EC,19:56,Sunday,GOLDEN MILE STOP (ENTE,EXO,46,56,W,6231
826,2026-02-08,EC,21:23,Sunday,KENNEDY ECLRT STATION,EXTM,15,25,W,6233
827,2026-02-08,EC,21:51,Sunday,CALEDONIA STATION,SXUEG,0,0,W,0
828,2026-02-08,FW,22:21,Sunday,DRIFTWOOD STOP,TXO,0,0,E,6509
829,2026-02-09,FW,05:16,Monday,HUMBER COLLEGE STOP,PXEO,0,0,,0
830,2026-02-09,EC,05:40,Monday,KENNEDY ECLRT STATION,EXBK,5,0,W,6212
831,2026-02-09,FW,06:43,Monday,JANE FWLRT STOP,EXNEA,7,14,E,0
832,2026-02-09,EC,06:56,Monday,FAIRBANK STATION,PXMEL,0,0,,0
833,2026-02-09,FW,07:30,Monday,HUMBER COLLEGE STOP,EXO,7,14,E,6508
834,2026-02-09,EC,07:51,Monday,CEDARVALE STATION,MXPAA,0,0,E,6267
835,2026-02-09,EC,09:05,Monday,LINE 5,PXATC,5,12,,0
836,2026-02-09,EC,09:34,Monday,MOUNT DENNIS STATION,MXTD,3,7,W,6214
837,2026-02-09,EC,09:59,Monday,KENNEDY ECLRT STATION,TXOS,0,0,E,6254
838,2026-02-09,EC,11:45,Monday,MOUNT PLEASANT STATION,SXUEG,10,17,E,6214
839,2026-02-09,EC,12:24,Monday,EGLINTON ECLRT STATION,SXUEG,5,12,E,6226
840,2026-02-09,EC,12:36,Monday,AGA KHAN PARK - MUSEUM,MXIR,46,53,E,6238
841,2026-02-09,EC,13:31,Monday,CEDARVALE STATION,TXO,0,0,E,6222
842,2026-02-09,EC,13:50,Monday,MOUNT PLEASANT STATION,MXPAA,3,10,E,6263
843,2026-02-09,EC,13:54,Monday,LEASIDE STATION,TXNCA,0,0,,0
844,2026-02-09,EC,14:32,Monday,MOUNT PLEASANT STATION,SXUEG,3,10,,0
845,2026-02-09,FW,15:18,Monday,JANE FWLRT STOP,EXNEA,5,10,E,0
846,2026-02-09,EC,15:19,Monday,OAKWOOD STATION,SXUEG,3,10,,0
847,2026-02-09,EC,15:29,Monday,MOUNT PLEASANT STATION,SXUEG,3,10,,0
848,2026-02-09,FW,15:38,Monday,FINCH WEST FWLRT STATI,EXNEA,5,10,E,0
849,2026-02-09,EC,15:45,Monday,CEDARVALE STATION,SXUEG,3,10,,0
850,2026-02-09,EC,16:10,Monday,MOUNT DENNIS STATION,EXO,7,14,E,6214
851,2026-02-09,FW,16:16,Monday,HUMBER COLLEGE STOP,MXTD,4,8,E,6513
852,2026-02-09,FW,16:28,Monday,HUMBER COLLEGE STOP (L,MXTD,0,0,,6513
853,2026-02-09,EC,17:24,Monday,GOLDEN MILE STOP,MXPAA,0,0,E,6217
854,2026-02-09,EC,17:40,Monday,FAIRBANK STATION,MXPAA,0,0,E,6252
855,2026-02-09,EC,19:47,Monday,FAIRBANK STATION,MXPAA,3,7,E,6261
856,2026-02-09,EC,20:17,Monday,KENNEDY ECLRT STATION,SXAP,0,0,,0
857,2026-02-09,FW,20:49,Monday,ROWNTREE MILLS STOP,EXO,3,9,W,6503
858,2026-02-09,EC,21:15,Monday,MOUNT DENNIS STATION,TXML,7,13,E,6239
859,2026-02-09,EC,21:42,Monday,MOUNT DENNIS STATION,TXML,10,15,E,6212
860,2026-02-09,EC,21:48,Monday,MOUNT DENNIS STATION,TXML,7,15,E,6200
861,2026-02-10,EC,05:40,Tuesday,KENNEDY ECLRT STATION,TXNIP,15,0,W,6265
862,2026-02-10,EC,06:21,Tuesday,MOUNT DENNIS STATION,EXO,4,18,E,6243
863,2026-02-10,FW,06:36,Tuesday,NORFINCH OAKDALE STOP,EXNEA,6,12,W,0
864,2026-02-10,FW,07:25,Tuesday,JANE FWLRT STOP,EXNEA,6,12,E,0
865,2026-02-10,EC,07:36,Tuesday,KEELESDALE STATION,PXSAC,4,8,E,6264
866,2026-02-10,FW,07:45,Tuesday,JANE FWLRT STOP,EXNEA,6,12,E,0
867,2026-02-10,EC,08:05,Tuesday,FOREST HILL STATION,MXPAA,0,0,E,6264
868,2026-02-10,EC,08:16,Tuesday,LEASIDE STATION,MXPAA,0,0,E,6264
869,2026-02-10,EC,08:34,Tuesday,KEELESDALE STATION,PXSAC,4,8,E,6216
870,2026-02-10,EC,08:35,Tuesday,CALEDONIA STATION,EXBK,18,22,E,6252
